van postcode,tot postcode,plaats,gemeente,provincie
5392,5249,Kruisstraat,Maasdonk,Noord-Brabant
4707,4707,Kruisstraat,Roosendaal,Noord-Brabant
5247,5243,Kruisstraat,'s-Hertogenbosch,Noord-Brabant
9977,9977,Kruisweg,De Marne,Groningen
2665,2665,Kruisweg,Lansingerland,Zuid-Holland
1433,1433,Kudelstaart,Aalsmeer,Noord-Holland
8529,8529,Kúfurderrige,Súdwest Fryslân,Friesland
9257,9287,Kuikhorne,Achtkarspelen,Friesland
5253,5253,Kuiksche Heide,Heusden,Noord-Brabant
5091,5091,Kuikseind,Oirschot,Noord-Brabant
5095,5095,Kuilenrode,Reusel-De Mierden,Noord-Brabant
8374,8374,Kuinre,Steenwijkerland,Overijssel
3274,3274,Kuipersveer,Binnenmaas,Zuid-Holland
4584,4584,Kuitaart,Hulst,Zeeland
4751,4751,Kuivezand,Halderberge,Noord-Brabant
9269,9271,Kúkherne,Dantumadiel,Friesland
5754,5754,Kulert,Deurne,Noord-Brabant
7274,7274,Kulsdom,Berkelland,Gelderland
6367,6367,Kunrade,Voerendaal,Limburg
6285,6285,Kuttingen,Gulpen-Wittem,Limburg
5761,5761,Kuundert,Gemert-Bakel,Noord-Brabant
9821,9821,Kuzemer,Grootegast,Groningen
9862,9862,Kuzemerbalk,Grootegast,Groningen
5131,5131,Kwaalburg,Alphen-Chaam,Noord-Brabant
4434,4434,Kwadendamme,Borsele,Zeeland
1470,1471,Kwadijk,Zeevang,Noord-Holland
4543,4543,Kwakkel,Terneuzen,Zeeland
4793,4793,Kwartier,Moerdijk,Noord-Brabant
6909,6909,Kwartier,Zevenaar,Gelderland
2295,2295,Kwintsheul,Westland,Zuid-Holland
5081,5081,Laag Spul,Hilvarenbeek,Noord-Brabant
8055,8055,Laag Zuthem,Raalte,Overijssel
6245,6245,Laag-Caestert,Eijsden-Margraten,Limburg
8423,8423,Laag-Duurswoude,Ooststellingwerf,Friesland
5447,5447,Laageind,Boxmeer,Noord-Brabant
9414,9414,Laaghalen,Midden-Drenthe,Drenthe
9414,9414,Laaghalerveen,Midden-Drenthe,Drenthe
5981,5981,Laagheide,Peel en Maas,Limburg
5059,5059,Laag-Heukelom,Oisterwijk,Noord-Brabant
6998,6998,Laag-Keppel,Bronckhorst,Gelderland
5809,5809,Laagriebroek,Venray,Limburg
6957,6957,Laag-Soeren,Rheden,Gelderland
5102,5102,Laagstraat,Dongen,Noord-Brabant
4909,4909,Laagstraat,Oosterhout,Noord-Brabant
6103,6103,Laak,Maasgouw,Limburg
6634,6634,Laak,Wijchen,Gelderland
8721,8721,Laaksum,Súdwest Fryslân,Friesland
6026,6026,Laar,Cranendonck,Noord-Brabant
5268,5268,Laar,Haaren,Noord-Brabant
5674,5674,Laar,"Nuenen, Gerwen en Nederwetten",Noord-Brabant
6363,6363,Laar,Nuth,Limburg
5993,5993,Laar,Peel en Maas,Limburg
5258,5258,Laar,Sint-Michielsgestel,Noord-Brabant
6003,6003,Laar,Weert,Limburg
5721,5721,Laarbroek,Asten,Noord-Brabant
8166,8166,Laarstraat,Epe,Gelderland
4854,4854,Lage Aard,Breda,Noord-Brabant
5571,5571,Lage Berkt,Bergeijk,Noord-Brabant
8085,8085,Lage Bijssel,Elburg,Gelderland
5094,5094,Lage Mierde,Reusel-De Mierden,Noord-Brabant
5384,5384,Lage Wijst,Bernheze,Noord-Brabant
4926,4926,Lage Zwaluwe,Drimmelen,Noord-Brabant
5465,5465,Lagebiezen,Veghel,Noord-Brabant
5391,5391,Lagekant,Maasdonk,Noord-Brabant
9623,9623,Lageland,Slochteren,Groningen
5408,5408,Lagenheuvel,Uden,Noord-Brabant
9798,9798,Lageweg,Ten Boer,Groningen
5111,5111,l'Air Pur,Baarle-Nassau,Noord-Brabant
5851,5851,Lakei,Bergen,Limburg
4128,4128,Lakerveld,Zederik,Zuid-Holland
9949,9949,Lalleweer,Delfzijl,Groningen
1658,1658,Lambertschaag,Medemblik,Noord-Holland
9883,9883,Lammerburen,Zuidhorn,Groningen
9551,9551,Lammerweg,Vlagtwedde,Groningen
5446,5446,Lamperen,Sint Anthonis,Noord-Brabant
4586,4586,Lamswaarde,Hulst,Zeeland
5175,5175,Land van Kleef,Loon op Zand,Noord-Brabant
8893,8893,Landerum,Terschelling,Friesland
5445,5445,Landhorst,Sint Anthonis,Noord-Brabant
5528,5528,Landorp,Bladel,Noord-Brabant
1120,1121,Landsmeer,Landsmeer,Noord-Holland
6271,6271,Landsrade,Gulpen-Wittem,Limburg
5993,5993,Lang Hout,Peel en Maas,Limburg
3947,3947,Langbroek,Wijk bij Duurstede,Utrecht
5993,5993,Lange Heide,Peel en Maas,Limburg
8425,8425,Langedijke,Ooststellingwerf,Friesland
8484,8484,Langelille,Weststellingwerf,Friesland
9333,9333,Langelo,Noordenveld,Drenthe
5283,5283,Langenberg,Boxtel,Noord-Brabant
5453,5453,Langenboom,Mill en Sint Hubert,Noord-Brabant
4715,4715,Langendijk,Rucphen,Noord-Brabant
4715,4715,Langendijk,Rucphen,Noord-Brabant
8034,8034,Langenholte,Zwolle,Overijssel
2461,2461,Langeraar,Nieuwkoop,Zuid-Holland
7917,7917,Langerak,Coevorden,Drenthe
7008,7008,Langerak,Doetinchem,Gelderland
2967,2967,Langerak,Liesveld,Zuid-Holland
5126,5126,Langereit,Gilze en Rijen,Noord-Brabant
4721,4721,Langeschouw,Rucphen,Noord-Brabant
7679,7679,Langeveen,Tubbergen,Overijssel
4434,4434,Langeweegje,Borsele,Zeeland
4770,4772,Langeweg,Moerdijk,Noord-Brabant
3465,3465,Langeweide,Bodegraven-Reeuwijk,Zuid-Holland
8404,8404,Langezwaag,Opsterland,Friesland
5674,5674,Langlaar,"Nuenen, Gerwen en Nederwetten",Noord-Brabant
5768,5768,Langstraat,Peel en Maas,Limburg
8525,8525,Langweer,Skarsterlân,Friesland
5408,5408,Lankes,Uden,Noord-Brabant
7951,7951,Lankhorst,Staphorst,Overijssel
1250,1251,Laren,Laren,Noord-Holland
7245,7245,Laren,Lochem,Gelderland
9902,9902,Laskwerd,Appingedam,Groningen
6988,6988,Lathum,Zevenaar,Gelderland
7635,7635,Lattrop,Dinkelland,Overijssel
9551,9551,Laude,Vlagtwedde,Groningen
9561,9561,Laudermarke,Vlagtwedde,Groningen
9551,9551,Lauderzwarteveen,Vlagtwedde,Groningen
9976,9976,Lauwersoog,De Marne,Groningen
9885,9885,Lauwerzijl,Zuidhorn,Groningen
4041,4041,Lede en Oudewaard,Neder-Betuwe,Gelderland
5846,5846,Ledeacker,Sint Anthonis,Noord-Brabant
9746,9746,Leegkerk,Groningen,Groningen
9852,9852,Leegte,Kollumerland en Nieuwkruisland,Friesland
9350,9351,Leek,Leek,Groningen
4641,4641,Leemberg,Woensdrecht,Noord-Brabant
9551,9551,Leemdobben,Vlagtwedde,Groningen
5951,5951,Leemhorst,Venlo,Limburg
5595,5595,Leende,Heeze-Leende,Noord-Brabant
5595,5595,Leenderstrijp,Heeze-Leende,Noord-Brabant
9965,9965,Leens,De Marne,Groningen
5757,5757,Leensel,Deurne,Noord-Brabant
4245,4245,Leerbroek,Zederik,Zuid-Holland
4140,4143,Leerdam,Leerdam,Zuid-Holland
9912,9912,Leermens,Loppersum,Groningen
3956,3956,Leersum,Utrechtse Heuvelrug,Utrecht
6361,6361,Leeuw,Nuth,Limburg
8900,8938,Leeuwarden,Leeuwarden,Friesland
5993,5993,Leeuwerik,Peel en Maas,Limburg
7963,7963,Leeuwte,De Wolden,Drenthe
8326,8326,Leeuwte,Steenwijkerland,Overijssel
4861,4861,Leg,Alphen-Chaam,Noord-Brabant
8527,8527,Legemeer,Skarsterlân,Friesland
5866,5866,Legert,Horst aan de Maas,Limburg
7991,7991,Leggeloo,Westerveld,Drenthe
2300,2334,Leiden,Leiden,Zuid-Holland
2350,2353,Leiderdorp,Leiderdorp,Zuid-Holland
2260,2267,Leidschendam,Leidschendam-Voorburg,Zuid-Holland
2450,2451,Leimuiden,Kaag en Braassem,Zuid-Holland
2155,2155,Leimuiderbrug,Haarlemmermeer,Noord-Holland
1687,1687,Lekermeer,Medemblik,Noord-Holland
2940,2941,Lekkerkerk,Nederlek,Zuid-Holland
9080,9081,Lekkum,Leeuwarden,Friesland
9794,9794,Lellens,Ten Boer,Groningen
8200,8245,Lelystad,Lelystad,Flevoland
5527,5527,Lemel,Bladel,Noord-Brabant
8148,8148,Lemele,Ommen,Overijssel
8151,8154,Lemelerveld,Dalfsen,Overijssel
6295,6295,Lemiers,Vaals,Limburg
8530,8532,Lemmer,Lemsterland,Friesland
7595,7595,Lemselo,Dinkelland,Overijssel
7044,7044,Lengel,Montferland,Gelderland
5281,5281,Lennisheuvel,Boxtel,Noord-Brabant
6663,6663,Lent,Nijmegen,Gelderland
7722,7722,Lenthe,Dalfsen,Overijssel
8833,8833,Leons,Littenseradiel,Friesland
4664,4664,Lepelstraat,Bergen op Zoom,Noord-Brabant
6077,6077,Lerop,Roerdalen,Limburg
9827,9827,Lettelbert,Leek,Groningen
7434,7434,Lettele,Deventer,Overijssel
5809,5809,Leunen,Venray,Limburg
6615,6615,Leur,Wijchen,Gelderland
3830,3834,Leusden,Leusden,Utrecht
3832,3832,Leusden-Zuid,Leusden,Utrecht
4033,4033,Leutes,Buren,Gelderland
6578,6578,Leuth,Ubbergen,Gelderland
9313,9313,Leutingewolde,Noordenveld,Drenthe
4214,4214,Leuven,Lingewaal,Gelderland
6974,6974,Leuvenheim,Brummen,Gelderland
3852,3852,Leuvenum,Ermelo,Gelderland
6093,6093,Leveroijse Bergen,Leudal,Limburg
6091,6092,Leveroy,Nederweert,Limburg
4456,4456,Lewedorp,Borsele,Zeeland
4128,4128,Lexmond,Zederik,Zuid-Holland
7991,7991,Lhee,Westerveld,Drenthe
7991,7991,Lheebroek,Westerveld,Drenthe
6265,6265,Libeek,Eijsden-Margraten,Limburg
9176,9176,Lichtaard,Ferwerderadiel,Friesland
7130,7132,Lichtenvoorde,Oost Gelre,Gelderland
7711,8035,Lichtmis,Zwolle,Overijssel
5111,5111,Liefkenshoek,Baarle-Nassau,Noord-Brabant
5298,5298,Liempde,Boxtel,Noord-Brabant
4033,4033,Lienden,Buren,Gelderland
6634,6634,Lienden,Wijchen,Gelderland
8144,8144,Lierderholthuis,Raalte,Overijssel
7364,7364,Lieren,Apeldoorn,Gelderland
5715,5715,Lierop,Someren,Noord-Brabant
4838,4838,Lies,Breda,Noord-Brabant
8895,8895,Lies,Terschelling,Friesland
5482,5482,Lieseind,Schijndel,Noord-Brabant
5737,5737,Lieshout,Laarbeek,Noord-Brabant
5757,5757,Liessel,Deurne,Noord-Brabant
5688,5688,Lieveld,Oirschot,Noord-Brabant
7137,7137,Lievelde,Oost Gelre,Gelderland
9304,9304,Lieveren,Noordenveld,Drenthe
9411,9411,Lieving,Midden-Drenthe,Drenthe
7451,7451,Ligtenberg,Rijssen-Holten,Overijssel
1175,1175,Lijnden,Haarlemmermeer,Noord-Holland
6662,6662,Lijnden,Overbetuwe,Gelderland
4854,4854,Lijndonk,Breda,Noord-Brabant
6140,6141,Limbricht,Sittard-Geleen,Limburg
1906,1906,Limmen,Castricum,Noord-Holland
7251,7251,Linde,Bronckhorst,Gelderland
7925,7925,Linde,De Wolden,Drenthe
7434,7434,Linde,Deventer,Overijssel
7683,7683,Linde,Twenterand,Overijssel
5439,5439,Linden,Cuijk,Noord-Brabant
5944,5944,Lingsfort,Venlo,Limburg
6067,6067,Linne,Maasgouw,Limburg
3460,3461,Linschoten,Montfoort,Utrecht
7122,7122,Lintelo,Aalten,Gelderland
7156,7156,Lintvelde,Berkelland,Gelderland
9134,9134,Lioessens,Dongeradeel,Friesland
8408,8408,Lippenhuizen,Opsterland,Friesland
8622,8622,Lippenwoude,Súdwest Fryslân,Friesland
2160,2163,Lisse,Lisse,Zuid-Holland
2165,2165,Lisserbroek,Haarlemmermeer,Noord-Holland
5397,5397,Lith,Oss,Noord-Brabant
5396,5396,Lithoijen,Oss,Noord-Brabant
6915,6915,Lobith,Rijnwaarden,Gelderland
7240,7242,Lochem,Lochem,Gelderland
6024,6024,Locht,Cranendonck,Noord-Brabant
7161,7161,Lochuizen,Berkelland,Gelderland
7370,7371,Loenen,Apeldoorn,Gelderland
6677,6677,Loenen,Overbetuwe,Gelderland
3632,3632,Loenen aan de Vecht,Stichtse Vecht,Utrecht
3634,3634,Loenersloot,Stichtse Vecht,Utrecht
8630,8631,Loënga,Súdwest Fryslân,Friesland
7036,7036,Loerbeek,Montferland,Gelderland
5731,5731,Loeswijk,Geldrop-Mierlo,Noord-Brabant
2391,2391,Loete,Rijnwoude,Zuid-Holland
6941,6941,Loil,Montferland,Gelderland
8823,8823,Lollum,Súdwest Fryslân,Friesland
5943,5943,Lomm,Venlo,Limburg
8745,8745,Longerhouw,Súdwest Fryslân,Friesland
8745,8745,Longerhouw,Súdwest Fryslân,Friesland
7524,7524,Lonneker,Enschede,Overijssel
5571,5571,Loo,Bergeijk,Noord-Brabant
7152,7152,Loo,Berkelland,Gelderland
5388,5388,Loo,Bernheze,Noord-Brabant
7437,7437,Loo,Deventer,Overijssel
6924,6924,Loo,Duiven,Gelderland
5981,5981,Loo,Peel en Maas,Limburg
5406,5406,Loo,Uden,Noord-Brabant
5817,5817,Loobeek,Venray,Limburg
8166,8166,Loobrink,Epe,Gelderland
5469,5469,Looieind,Veghel,Noord-Brabant
5133,5133,Looienhoek,Goirle,Noord-Brabant
6176,6176,Looiwinkel,Beek,Limburg
7451,7451,Look,Rijssen-Holten,Overijssel
9409,9409,Loon,Assen,Drenthe
5581,5581,Loon,Waalre,Noord-Brabant
5175,5175,Loon op Zand,Loon op Zand,Noord-Brabant
5131,5131,Looneind,Alphen-Chaam,Noord-Brabant
5171,5171,Loons Hoekje,Loon op Zand,Noord-Brabant
5071,5071,Loonse Hoek,Tilburg,Noord-Brabant
4322,4322,Looperskapelle,Schouwen-Duiveland,Zeeland
5470,5472,Loosbroek,Bernheze,Noord-Brabant
4143,4143,Loosdorp,Leerdam,Zuid-Holland
6851,6851,Looveer,Lingewaard,Gelderland
7778,7778,Loozen,Hardenberg,Overijssel
3410,3411,Lopik,Lopik,Utrecht
3412,3412,Lopikerkapel,Lopik,Utrecht
9919,9919,Loppersum,Loppersum,Groningen
9907,9907,Losdorp,Delfzijl,Groningen
7580,7582,Losser,Losser,Overijssel
5973,5973,Lottum,Horst aan de Maas,Limburg
5971,5971,Lovendaal,Horst aan de Maas,Limburg
5111,5111,Loveren,Baarle-Nassau,Noord-Brabant
5563,5563,Loveren,Bergeijk,Noord-Brabant
5266,5266,Loveren,Vught,Noord-Brabant
7921,7921,Lubbinge,De Wolden,Drenthe
9825,9825,Lucaswolde,Marum,Groningen
5731,5731,Luchen,Geldrop-Mierlo,Noord-Brabant
4031,4031,Luchtenburg,Buren,Gelderland
9222,9222,Luchtenveld,Smallingerland,Friesland
9624,9624,Luddeweer,Slochteren,Groningen
8459,8459,Luinjeberd,Heerenveen,Friesland
5282,5282,Luissel,Boxtel,Noord-Brabant
4882,4882,Luitert,Zundert,Noord-Brabant
9603,9603,Lula,Hoogezand-Sappemeer,Groningen
6603,6603,Lunen,Wijchen,Gelderland
7921,7921,Lunssloten,De Wolden,Drenthe
6740,6741,Lunteren,Ede,Gelderland
4561,4561,Luntershoek,Hulst,Zeeland
1614,1614,Lutjebroek,Stede Broec,Noord-Holland
9866,9866,Lutjegast,Grootegast,Groningen
8801,8801,Lutjelollum,Franekeradeel,Friesland
9912,9912,Lutjerijp,Loppersum,Groningen
9921,9921,Lutjewijtwerd,Loppersum,Groningen
1732,1732,Lutjewinkel,Hollands Kroon,Noord-Holland
9797,9797,Lutjewolde,Ten Boer,Groningen
9285,9285,Lutkepost,Achtkarspelen,Friesland
9957,9957,Lutke Saaxum,Winsum,Groningen
8315,8315,Luttelgeest,Noordoostpolder,Flevoland
5256,5256,Luttelherpt,Heusden,Noord-Brabant
7775,7775,Lutten,Hardenberg,Overijssel
8105,8105,Luttenberg,Raalte,Overijssel
7707,7707,Lutten-Oever,Hardenberg,Overijssel
7775,7775,Lutterhartje,Hardenberg,Overijssel
4117,4117,Lutterveld,Buren,Gelderland
8405,8405,Luxwoude,Opsterland,Friesland
5575,5575,Luyksgestel,Bergeijk,Noord-Brabant
9255,9255,Lytse Geast,Tytsjerksteradiel,Friesland
8642,8642,Lytsewierrum,Littenseradiel,Friesland
8621,8621,Lytshuzen,Súdwest Fryslân,Friesland
4515,4515,Maagd van Gent,Sluis,Zeeland
4501,4501,Maaidijk,Sluis,Zeeland
5113,5113,Maaijkant,Baarle-Nassau,Noord-Brabant
4884,4884,Maalbergen,Zundert,Noord-Brabant
6042,6042,Maalbroek,Roermond,Limburg
2241,2241,Maaldrift,Wassenaar,Zuid-Holland
4421,4421,Maalstede,Kapelle,Zeeland
6026,6026,Maarheeze,Cranendonck,Noord-Brabant
9951,9951,Maarhuizen,Winsum,Groningen
3950,3951,Maarn,Utrechtse Heuvelrug,Utrecht
3953,3953,Maarsbergen,Utrechtse Heuvelrug,Utrecht
3600,3608,Maarssen,Stichtse Vecht,Utrecht
3738,3738,Maartensdijk,De Bilt,Utrecht
6171,6171,Maasband,Stein,Limburg
6627,6627,Maasbommel,West Maas en Waal,Gelderland
6050,6051,Maasbracht,Maasgouw,Limburg
5993,5993,Maasbree,Peel en Maas,Limburg
3299,3299,Maasdam,Binnenmaas,Zuid-Holland
3271,3271,Maasdijk,Binnenmaas,Zuid-Holland
2676,2676,Maasdijk,Westland,Zuid-Holland
5823,5823,Maashees,Boxmeer,Noord-Brabant
5512,5512,Maaskant,Eersel,Noord-Brabant
5271,5271,Maaskantje,Sint-Michielsgestel,Noord-Brabant
3155,3155,Maasland,Midden-Delfland,Zuid-Holland
3140,3146,Maassluis,Maassluis,Zuid-Holland
6200,6229,Maastricht,Maastricht,Limburg
5408,5408,Maatsehei,Uden,Noord-Brabant
5367,5367,Macharen,Oss,Noord-Brabant
4920,4921,Made,Drimmelen,Noord-Brabant
7683,7683,Magele,Twenterand,Overijssel
4571,4571,Magrette,Terneuzen,Zeeland
8423,8423,Makkinga,Ooststellingwerf,Friesland
8635,8635,Makkum,Littenseradiel,Friesland
9411,9411,Makkum,Midden-Drenthe,Drenthe
8754,8754,Makkum,Súdwest Fryslân,Friesland
6580,6581,Malden,Heumen,Gelderland
4693,4693,Malland,Tholen,Zeeland
7152,7152,Mallem,Berkelland,Gelderland
6295,6295,Mamelis,Vaals,Limburg
7663,7663,Mander,Tubbergen,Overijssel
7664,7664,Manderveen,Tubbergen,Overijssel
6716,6716,Manen,Ede,Gelderland
9022,9022,Mantgum,Littenseradiel,Friesland
9436,9436,Mantinge,Midden-Drenthe,Drenthe
5398,5398,Maren,Oss,Noord-Brabant
5398,5398,Maren-Kessel,Oss,Noord-Brabant
6269,6269,Margraten,Eijsden-Margraten,Limburg
6105,6105,Maria Hoop,Echt-Susteren,Limburg
6245,6245,Mariadorp,Eijsden-Margraten,Limburg
5464,5464,Mariaheide,Veghel,Noord-Brabant
5738,5738,Mariahout,Laarbeek,Noord-Brabant
7603,7603,Mariaparochie,Almelo,Overijssel
7614,7614,Mariaparochie,Tubbergen,Overijssel
7692,7692,Mariënberg,Hardenberg,Overijssel
2675,2675,Mariëndijk,Westland,Zuid-Holland
8106,8106,Mariënheem,Raalte,Overijssel
7263,7263,Mariënvelde,Oost Gelre,Gelderland
8339,8339,Marijenkampen,Steenwijkerland,Overijssel
5985,5985,Maris,Peel en Maas,Limburg
4194,4194,Mark,Geldermalsen,Gelderland
4182,4182,Mark,Neerijnen,Gelderland
7475,7475,Markelo,Hof van Twente,Overijssel
1156,1156,Marken,Waterland,Noord-Holland
1536,1536,Markenbinnen,Graft-De Rijp,Noord-Holland
8316,8316,Marknesse,Noordoostpolder,Flevoland
7478,7478,Markvelde,Hof van Twente,Overijssel
7447,7447,Marle,Hellendoorn,Overijssel
8198,8198,Marle,Olst-Wijhe,Overijssel
4504,4504,Marolleput,Sluis,Zeeland
9073,9073,Marrum,Ferwerderadiel,Friesland
9034,9034,Marssum,Menameradiel,Friesland
9901,9901,Marsum,Appingedam,Groningen
9601,9601,Martenshoek,Hoogezand-Sappemeer,Groningen
9363,9363,Marum,Marum,Groningen
9448,9448,Marwijksoord,Aa en Hunze,Drenthe
8293,8293,Mastenbroek,Kampen,Overijssel
8291,8294,Mastenbroek,Zwartewaterland,Overijssel
7722,7722,Mataram,Dalfsen,Overijssel
5761,5761,Mathijseind,Gemert-Bakel,Noord-Brabant
9749,9749,Matsloot,Noordenveld,Drenthe
4020,4021,Maurik,Buren,Gelderland
4542,4542,Mauritsfort,Terneuzen,Zeeland
6093,6093,Maxet,Leudal,Limburg
6280,6281,Mechelen,Gulpen-Wittem,Limburg
1670,1671,Medemblik,Medemblik,Noord-Holland
5707,5707,Medevoort,Helmond,Noord-Brabant
7251,7251,Medler,Bronckhorst,Gelderland
9650,9651,Meeden,Menterwolde,Groningen
9937,9937,Meedhuizen,Delfzijl,Groningen
6021,6021,Meemortel,Cranendonck,Noord-Brabant
5525,5525,Meer,Eersel,Noord-Brabant
7683,7683,Meer,Twenterand,Overijssel
5453,5453,Meeren,Mill en Sint Hubert,Noord-Brabant
7031,7031,Meerenbroek,Doetinchem,Gelderland
4230,4231,Meerkerk,Zederik,Zuid-Holland
9682,9682,Meerland,Oldambt,Groningen
5864,5864,Meerlo,Horst aan de Maas,Limburg
6181,6181,Meers,Stein,Limburg
6230,6231,Meerssen,Meerssen,Limburg
4033,4033,Meerten,Buren,Gelderland
4033,4033,Meertenwei,Buren,Gelderland
3888,3888,Meerveld,Apeldoorn,Gelderland
5512,5512,Meerven,Eersel,Noord-Brabant
9606,9606,Meerwijck,Hoogezand-Sappemeer,Groningen
4268,4268,Meeuwen,Aalburg,Noord-Brabant
7078,7078,Megchelen,Oude IJsselstreek,Gelderland
5864,5864,Megelsum,Horst aan de Maas,Limburg
5366,5366,Megen,Oss,Noord-Brabant
2411,2411,Meije,Bodegraven-Reeuwijk,Zuid-Holland
2421,2421,Meije,Nieuwkoop,Zuid-Holland
3474,3474,Meije,Woerden,Utrecht
5768,5768,Meijel,Peel en Maas,Limburg
5482,5482,Meijldoorn,Schijndel,Noord-Brabant
4861,4861,Meijsberg,Alphen-Chaam,Noord-Brabant
8736,8736,Meilahuzen,Littenseradiel,Friesland
5962,5962,Melderslo,Horst aan de Maas,Limburg
6074,6074,Melick,Roerdalen,Limburg
4365,4365,Meliskerke,Veere,Zeeland
3248,3248,Melissant,Dirksland,Zuid-Holland
6294,6294,Melleschet,Vaals,Limburg
9036,9036,Menaldum,Menameradiel,Friesland
1754,1754,Mennonietenbuurt,Zijpe,Noord-Holland
9960,9961,Mensingeweer,De Marne,Groningen
5388,5388,Menzel,Bernheze,Noord-Brabant
7940,7944,Meppel,Meppel,Drenthe
7855,7855,Meppen,Coevorden,Drenthe
6447,6447,Merkelbeek,Onderbanken,Limburg
5754,5754,Merlenberg,Deurne,Noord-Brabant
6662,6662,Merm,Overbetuwe,Gelderland
5815,5815,Merselo,Venray,Limburg
9918,9918,Merum,Loppersum,Groningen
6049,6049,Merum,Roermond,Limburg
6245,6245,Mesch,Eijsden-Margraten,Limburg
4194,4194,Meteren,Geldermalsen,Gelderland
5964,5964,Meterik,Horst aan de Maas,Limburg
9123,9123,Metslawier,Dongeradeel,Friesland
6741,6741,Meulunteren,Ede,Gelderland
6260,6261,Mheer,Eijsden-Margraten,Limburg
6023,6023,Midbuul,Cranendonck,Noord-Brabant
8121,8121,Middel,Olst-Wijhe,Overijssel
6587,6587,Middelaar,Mook en Middelaar,Limburg
5090,5091,Middelbeers,Oirschot,Noord-Brabant
9723,9723,Middelbert,Groningen,Groningen
9217,9217,Middelburen,Smallingerland,Friesland
4330,4338,Middelburg,Middelburg,Zeeland
2811,2811,Middelburg,Bodegraven-Reeuwijk,Zuid-Holland
3240,3241,Middelharnis,Middelharnis,Zuid-Holland
1472,1472,Middelie,Zeevang,Noord-Holland
5961,5961,Middelijk,Horst aan de Maas,Limburg
4245,4245,Middelkoop,Zederik,Zuid-Holland
5258,5258,Middelrode,Sint-Michielsgestel,Noord-Brabant
3281,3281,Middelsluis,Cromstrijen,Zuid-Holland
9990,9991,Middelstum,Loppersum,Groningen
7921,7921,Middelveen,De Wolden,Drenthe
1462,1462,Middenbeemster,Beemster,Noord-Holland
7761,7761,Middendorp,Emmen,Drenthe
7766,7766,Middendorp,Emmen,Drenthe
4411,4411,Middenhof,Reimerswaal,Zeeland
1775,1775,Middenmeer,Hollands Kroon,Noord-Holland
9475,9475,Midlaren,Tynaarlo,Drenthe
8872,8872,Midlum,Harlingen,Friesland
8890,8891,Midsland,Terschelling,Friesland
8891,8891,Midsland aan Zee,Terschelling,Friesland
9680,9681,Midwolda,Oldambt,Groningen
9355,9355,Midwolde,Leek,Groningen
1679,1679,Midwoud,Medemblik,Noord-Holland
8801,8801,Miedum,Franekeradeel,Friesland
9082,9082,Miedum,Leeuwarden,Friesland
5730,5731,Mierlo,Geldrop-Mierlo,Noord-Brabant
3640,3643,Mijdrecht,De Ronde Venen,Utrecht
3270,3271,Mijnsheerenland,Binnenmaas,Zuid-Holland
8454,8454,Mildam,Heerenveen,Friesland
6031,6031,Mildert,Nederweert,Limburg
5763,5763,Milheeze,Gemert-Bakel,Noord-Brabant
5450,5451,Mill,Mill en Sint Hubert,Noord-Brabant
7722,7722,Millingen,Dalfsen,Overijssel
6566,6566,Millingen aan de Rijn,Millingen aan de Rijn,Gelderland
6596,6596,Milsbeek,Gennep,Limburg
5425,5425,Milschot,Gemert-Bakel,Noord-Brabant
6287,6287,Mingersberg,Gulpen-Wittem,Limburg
6367,6367,Mingersberg,Voerendaal,Limburg
4225,4225,Minkeloos,Giessenlanden,Zuid-Holland
9047,9047,Minnertsga,het Bildt,Friesland
5094,5094,Mispeleind,Reusel-De Mierden,Noord-Brabant
9142,9142,Moddergat,Dongeradeel,Friesland
1732,1732,Moerbeek,Hollands Kroon,Noord-Holland
4780,4782,Moerdijk,Moerdijk,Noord-Brabant
4882,4882,Moeren,Zundert,Noord-Brabant
5018,5018,Moerenburg,Tilburg,Noord-Brabant
5066,5066,Moergestel,Oisterwijk,Noord-Brabant
2750,2752,Moerkapelle,Zuidplas,Zuid-Holland
6265,6265,Moerslag,Eijsden-Margraten,Limburg
4727,4727,Moerstraten,Roosendaal,Noord-Brabant
6005,6005,Moesdijk,Weert,Limburg
8325,8325,Moespot,Steenwijkerland,Overijssel
4364,4364,Molembaix,Veere,Zeeland
2973,2973,Molenaarsgraaf,Graafstroom,Zuid-Holland
5768,5768,Molenbaan,Peel en Maas,Limburg
7431,7431,Molenbelt,Deventer,Overijssel
4264,4264,Moleneind,Aalburg,Noord-Brabant
5864,5864,Moleneind,Horst aan de Maas,Limburg
5175,5175,Moleneind,Loon op Zand,Noord-Brabant
5406,5406,Moleneind,Uden,Noord-Brabant
6626,6626,Moleneind,West Maas en Waal,Gelderland
5451,5451,Molengat,Mill en Sint Hubert,Noord-Brabant
6631,6631,Molenhoek,Druten,Gelderland
6611,6611,Molenhoek,Heumen,Gelderland
4583,4583,Molenhoek,Hulst,Zeeland
6584,6584,Molenhoek,Mook en Middelaar,Limburg
8342,8342,Molenhoek,Steenwijkerland,Overijssel
5808,5808,Molenhoek,Venray,Limburg
5752,5752,Molenhof,Deurne,Noord-Brabant
5993,5993,Molenhuizen,Peel en Maas,Limburg
4353,4353,Molenperk,Veere,Zeeland
9977,9977,Molenrij,De Marne,Groningen
5124,5124,Molenschot,Gilze en Rijen,Noord-Brabant
7991,7991,Molenstad,Westerveld,Drenthe
5268,5268,Molenstraat,Haaren,Noord-Brabant
